Genes,Day5,Day7,Day14,Day21,Day28,Day35,Day42,Day49,Day56,Day63,Day70
FBgn0010651,147.85628,146.22132,155.06573,150.42586,132.07547,132.65436,120.8011,108.43245,84.95162,94.69194,81.37927
FBgn0010786,124.34221,122.27741,113.0013,110.2928,97.78721,97.30295,93.65401,88.31188,90.48251,83.68375,79.95492
FBgn0010808,93.61705,80.08214,68.32133,70.27487,60.74557,63.93157,57.6238,56.60889,55.8152,54.56299,54.28502
FBgn0010812,49.03242,47.26971,49.98801,53.09888,71.41255,66.05203,67.26399,69.67981,55.65149,57.06334,62.93533
FBgn0010909,180.8498,177.5728,196.1347,178.6338,212.8882,218.3551,212.5746,195.3131,199.2852,215.5106,243.4775
FBgn0011016,111.90264,119.68993,115.0847,113.81518,100.46753,98.34452,98.33402,90.64492,93.04122,80.4133,82.31752
FBgn0011202,97.16715,103.07758,115.74058,115.72819,123.84224,122.40427,120.87841,109.46543,105.01897,109.32748,121.47081
FBgn0011205,60.65408,70.15148,79.18213,67.95207,60.49672,70.9222,54.87255,52.35145,45.24682,44.99939,48.28603
FBgn0011211,1192.8102,965.2491,832.4285,808.8002,757.1959,732.3077,658.4002,625.7457,619.6194,568.4383,540.4489
FBgn0011227,149.11397,132.29702,104.29616,104.31301,85.10908,75.8174,70.94262,68.57032,67.46076,69.92608,58.47925
FBgn0011286,171.021,122.12033,90.11745,80.69773,92.40046,78.11019,71.51194,64.18323,60.20705,56.78328,64.80951
FBgn0011288,204.43333,192.44874,217.43815,171.24,188.398,172.22413,131.40965,131.71221,111.99448,94.56889,111.93383
FBgn0011293,63.57458,60.26337,53.17426,51.19663,47.37145,44.49253,42.58364,41.74673,39.65449,30.32559,31.52011
FBgn0011361,173.61263,136.88005,119.38757,116.77638,100.62617,100.61245,97.05996,93.50799,96.52636,92.83622,84.79919
FBgn0011455,245.2056,205.0478,172.7082,175.7185,142.2856,149.9159,134.6617,132.6688,128.9795,128.7735,124.7465
FBgn0011476,16.78854,15.6965,16.5,13.49736,13.43238,12.61603,13.13223,11.11993,12.27588,11.56195,11.26725
FBgn0011554,16.05237,17.06982,20.311,23.95809,18.73848,15.22547,14.59317,12.32026,11.81454,12.47715,12.43577
FBgn0011555,207.88324,181.4294,176.46594,157.17402,112.84959,97.72887,58.21482,47.70255,37.32364,27.37308,23.74343
FBgn0011556,50.889537,44.657198,34.570398,34.683779,19.279973,13.971389,13.58505,11.067128,13.034403,10.701911,8.203714
FBgn0011570,42.31839,51.03005,54.85887,57.70027,58.04008,60.72427,63.1657,55.83155,55.86192,60.3401,64.00273
FBgn0011581,34.44062,37.61343,54.70088,50.85954,54.65447,55.93539,43.18114,35.54596,41.24522,29.64666,32.96188
FBgn0011653,1.240944,0.37529,0.448586,0.579264,0.780742,0.384028,0.691044,1.341252,1.474887,1.635228,2.147651
FBgn0011674,20.92751,18.46994,20.70106,21.7219,23.02895,23.78644,24.29009,24.77269,25.03471,29.86582,31.55345
FBgn0011694,369.36463,766.42191,472.82506,713.96016,272.28747,49.62271,144.48312,109.85001,66.41496,42.01457,25.80449
FBgn0011722,235.4634,194.686,190.9621,164.8697,166.8754,161.8496,156.0441,171.4231,161.3479,153.9838,151.8102
FBgn0011745,100.1523,88.1866,86.25333,83.97119,76.65809,75.67533,79.07751,74.98892,76.83683,75.46306,75.88835
FBgn0011746,19.32206,18.96054,16.74278,19.30987,17.48456,15.52682,17.73276,14.66778,13.1407,11.96307,11.64896
FBgn0011769,7.650918,8.362826,9.401859,9.771613,9.926647,10.723343,10.751078,10.539846,10.66812,10.864293,12.114333
FBgn0011774,19.31496,22.6691,27.09548,27.98748,27.89688,31.46821,30.85887,29.01264,31.98558,34.6279,42.801
FBgn0011787,29.85942,27.61019,27.13082,28.42728,25.06584,24.88953,24.97694,23.07364,23.98593,23.22956,22.86145
FBgn0011822,12.468616,11.849545,13.227207,14.27363,13.670351,12.55305,11.201688,10.139736,9.611437,9.525618,9.212295
FBgn0011828,110.18418,99.40472,85.7508,89.55595,82.25761,82.71336,78.44479,75.25209,80.71059,77.04303,82.01976
FBgn0011834,84.59706,61.02604,55.18255,53.33158,35.46033,35.49676,30.31973,31.33755,35.02745,35.35645,39.86912
FBgn0012036,1068.0457,884.1672,748.3993,746.9626,599.0966,599.3123,632.3962,658.1854,649.5942,642.8484,576.1959
FBgn0012037,309.4168,293.4342,289.5512,322.1924,230.3124,201.0131,190.9643,173.0366,165.6245,158.7975,153.82
FBgn0012042,38.25448,37.1464,21.46694,58.26111,75.61695,110.65699,249.64046,330.76845,433.34414,350.25254,349.02296
FBgn0013275,1.303974,1.152815,1.139152,1.297179,1.57352,2.291054,3.217521,4.305863,3.871965,3.849446,4.866285
FBgn0013276,1.165827,1.179671,1.251759,1.566919,1.638814,1.84515,3.36796,4.32847,4.005276,4.128517,5.098187
FBgn0013277,2.535858,2.061872,2.340892,3.056178,4.92626,3.644482,6.699068,7.177145,7.487042,7.568565,6.092824
FBgn0013278,3.166279,2.326044,2.288092,2.66827,3.517382,4.219977,7.829013,10.56441,7.948585,8.177131,9.96064
FBgn0013279,1.55572,1.26766,1.283175,1.593068,1.932696,2.566884,3.671512,3.888327,4.433116,4.559198,5.318312
FBgn0013305,139.7274,146.072,154.91,154.2291,156.3249,169.9789,177.9352,180.3868,171.1544,183.8771,198.9959
FBgn0013307,68.6309,60.2936,55.8256,63.01676,41.347,35.76684,31.41497,29.44788,25.40971,25.14344,18.81005
FBgn0013308,2.824382,2.794649,2.93379,2.832324,2.936203,2.435411,2.544337,1.815881,1.84586,1.750417,2.145477
FBgn0013348,84.78119,53.8835,28.6358,24.21491,23.71985,21.20075,17.77342,15.95933,13.88647,12.69787,13.93883
FBgn0013467,125.67635,111.33599,132.5687,100.96261,111.11107,106.04096,78.34895,74.0202,70.1867,59.36968,69.66468
FBgn0013469,9.433453,11.055763,12.568039,10.33859,13.13424,15.097808,11.617287,12.226529,13.15299,14.905689,16.22767
FBgn0013676,9404.906,7831.799,6429.028,5588.405,5610.021,5299.647,5115.973,4793.684,4228.8,4772.516,4631.651
FBgn0013686,4957.912,3851.771,3228.79,2723.802,2738.857,2361.265,2134.617,2358.323,2608.719,2429.465,2212.559
FBgn0013690,0.085584,0.105552,0.113606,0.145154,0.393751,0.262788,0.836722,1.219021,1.663777,1.851492,1.353743
FBgn0013771,50.20791,44.75779,52.00443,54.24096,52.35125,59.05307,58.32337,64.02525,56.19099,66.38691,76.0811
FBgn0013772,27.48991,32.47436,33.84661,28.05601,22.82728,20.43805,22.46665,24.3042,16.99667,21.29896,24.4274
FBgn0013773,24.69167,25.5599,27.70725,29.71738,26.67757,30.03622,30.62084,31.20448,33.42195,36.51261,38.37382
FBgn0013972,37.26992,36.64169,29.20875,26.73835,25.13766,23.90104,19.70499,18.16467,20.37175,16.96429,18.86139
FBgn0013987,86.1879,94.34113,102.40475,100.65661,103.70422,113.09075,108.80488,105.15465,97.98932,104.94621,114.94746
FBgn0014006,94.21298,92.6455,93.85913,97.7774,95.46311,100.13063,92.52726,86.094,83.79137,84.76946,86.86067
FBgn0014018,115.0292,116.5824,136.5072,145.5966,155.0702,170.9548,195.3645,210.339,211.2705,222.304,252.5262
FBgn0014028,162.8529,144.54701,111.36469,110.19724,100.11638,100.81603,75.32498,67.6656,68.22558,61.88202,60.63831
FBgn0014135,16.61919,17.83947,22.03561,19.21514,24.00152,28.56601,24.7094,25.1568,22.84294,25.33114,29.81845
FBgn0014380,34.88671,35.25016,40.95501,39.90594,42.52344,39.86976,40.86656,36.86037,31.29664,34.42137,37.89397
FBgn0014391,408.01183,217.46478,171.00367,158.23778,113.56301,116.63555,111.1592,108.76565,116.65734,116.19103,99.75126
FBgn0014464,86.316017,41.70066,60.410348,61.304711,50.630384,40.013789,35.660262,22.247475,11.998419,16.533618,9.922446
FBgn0014465,88.21895,54.09677,57.69712,66.41196,64.44127,54.16815,50.75173,28.55466,26.97568,21.49624,11.36943
FBgn0014466,37.445314,30.274617,28.180181,28.981168,30.718079,21.794695,22.545841,14.708741,12.379253,8.095953,3.697547
FBgn0014859,14.286914,18.803967,20.508635,13.52164,15.78926,16.710044,12.165919,10.27671,9.571278,8.608084,10.347714
FBgn0014863,391.5537,306.8011,213.7865,199.3836,216.733,227.2946,208.66,185.2726,149.8256,147.3357,158.6661
FBgn0014865,127.70409,118.18589,71.77576,159.41821,149.95024,231.55973,396.77951,502.98055,665.334,647.91613,609.68424
FBgn0014869,287.9508,206.3921,171.3609,165.2635,143.7711,149.4836,140.5556,148.3933,146.2405,145.9947,135.5608
FBgn0015001,25.854707,22.791839,19.464116,22.693257,14.271781,11.066483,9.516225,8.750018,9.657312,10.7139,7.53416
FBgn0015031,141.84224,129.05006,111.3802,115.30819,98.15191,94.95061,82.81338,77.96874,75.91407,66.08947,59.2689
FBgn0015033,23.45437,21.09575,18.47938,18.67824,16.2901,16.18346,18.72791,19.15858,17.68639,20.51549,20.36652
FBgn0015034,25.32556,23.0842,22.6985,20.38953,17.15815,18.16511,14.52228,18.10933,14.88199,14.20762,15.29714
FBgn0015035,21.882,23.88435,33.40737,33.35929,32.18431,34.90418,34.54454,40.10411,33.3462,54.40662,45.28055
FBgn0015037,84.4693,97.78451,104.12928,107.56132,100.3122,107.50212,130.17114,128.66366,107.2427,133.04756,149.43212
FBgn0015039,123.05461,90.70856,103.36546,110.9612,97.69296,115.18734,105.27219,139.29491,141.05609,184.26647,157.77582
FBgn0015221,498.5583,581.5698,644.5703,685.5849,632.3381,701.2659,606.67,596.9656,519.5982,556.7786,572.7388
FBgn0015222,734.146,818.839,852.3841,898.7661,802.1625,850.0807,765.7129,757.5313,686.6688,734.0181,693.622
FBgn0015279,61.36712,62.88351,65.98414,64.01913,66.23132,74.35924,71.50256,66.46284,70.11366,78.44498,84.53036
FBgn0015351,7.817165,9.057242,9.497132,10.875629,11.281018,12.579368,14.02113,13.999478,12.594932,15.467287,17.823164
FBgn0015380,12.921536,13.33342,14.599872,12.753438,13.876539,13.899285,10.667934,9.215877,8.845243,7.956528,9.866568
FBgn0015543,4.730465,4.156334,2.810758,3.016876,2.811843,2.525099,2.367281,2.841736,2.32681,2.263492,2.694363
FBgn0015568,122.90822,88.60445,75.34459,79.42499,67.47851,65.89755,71.56975,79.83639,75.63303,78.20207,71.50458
FBgn0015569,49.40207,50.26238,46.79659,44.2395,38.83233,36.63343,32.92016,35.41428,29.68878,27.6614,29.24401
FBgn0015570,33.3493,29.42553,30.66521,30.11856,23.36468,26.85019,22.88271,28.04187,23.26479,22.97551,21.29389
FBgn0015572,3.529299,3.794124,3.49452,3.950488,3.401751,2.974466,3.083859,3.17273,2.822219,2.399957,2.643439
FBgn0015575,318.8244,310.6272,282.7815,298.0356,236.6316,229.917,218.1876,247.6211,224.0152,229.8264,211.999
FBgn0015576,109.40293,94.28249,98.03504,90.81411,88.97577,89.17305,78.8203,86.20193,72.22448,75.77101,74.09454
FBgn0015577,98.05273,103.84506,116.85821,106.07894,112.07637,118.31658,100.67378,96.66936,77.00704,76.7924,83.36741
FBgn0015622,233.3719,253.7438,273.814,275.9568,254.135,257.811,247.4137,238.1955,230.677,209.5394,243.8144
FBgn0015623,918.6887,868.5885,892.2505,829.9218,714.4104,777.9724,554.444,537.9433,426.4326,426.7996,417.001
FBgn0015663,14.33685,16.90059,16.53135,18.116,16.0511,15.57521,15.89164,16.9219,15.80238,17.69081,19.31587
FBgn0015777,434.9683,364.0603,329.6083,297.4483,283.4077,265.8925,257.1873,276.1329,253.8759,226.3558,247.2743
FBgn0015808,152.014,114.9905,102.1069,108.75255,82.17377,78.98209,82.13523,88.47513,85.29381,86.55418,78.00528
FBgn0015818,7.06981,7.114198,7.048935,7.452071,6.654037,7.815322,7.800157,7.548729,8.1337,9.113197,10.216482
FBgn0016013,18.83607,17.43528,16.01384,17.80089,14.5241,16.44537,17.5985,23.79029,23.56508,26.3101,27.97597
FBgn0016031,109.01577,98.73913,102.66861,94.68109,103.34046,98.12019,92.18289,84.97498,74.38537,76.20318,79.61021
FBgn0016075,290.0871,221.1496,185.5165,176.5299,159.1684,156.2605,146.7203,162.789,163.0788,158.6921,142.2499
FBgn0016076,116.4565,125.0289,171.839,153.0242,168.4608,176.6847,153.7535,145.1515,131.8712,138.4267,155.0179
FBgn0016078,48.18993,49.52038,53.9614,50.32013,50.83314,51.79031,48.44518,40.85767,41.41525,41.20766,45.65998
FBgn0016119,202.25074,164.00963,137.62716,138.2459,108.61538,112.18201,98.9812,94.65064,99.12539,89.77431,82.43659
FBgn0016120,327.4458,228.7686,187.6496,180.7357,141.6677,155.2964,125.3517,127.6473,127.4371,123.089,111.4594
FBgn0016122,180.0791,159.7938,153.7737,167.621,137.9437,135.5002,129.5775,140.513,126.8875,116.8756,113.494
FBgn0016675,18.8949,20.75821,20.86174,19.13754,18.22503,18.47879,14.80495,14.52452,10.05359,10.92265,11.0078
FBgn0016691,470.8062,318.2255,236.3461,237.3583,186.7839,185.6094,167.5102,171.2502,163.4382,153.5151,137.1459
FBgn0016794,54.87962,56.53242,57.31222,58.57354,58.06681,62.84898,58.2807,62.996,65.19785,64.00048,71.14767
FBgn0016926,205.5273,217.9145,230.9654,213.5208,221.6947,226.879,199.6616,193.933,177.6782,172.8895,184.9844
FBgn0017482,15.331754,12.296147,11.586177,11.49373,9.509331,8.880496,9.526089,9.828657,9.360385,9.951435,9.535665
FBgn0017558,106.1406,120.9867,138.0327,132.1563,131.8557,154.2115,132.4393,130.0176,121.4377,122.5418,129.6251
FBgn0017561,66.11372,71.00991,69.84062,66.68746,67.86713,68.52806,60.13555,56.79577,55.15286,50.11521,47.76813
FBgn0017566,353.245,299.2588,242.9327,255.3191,232.0854,215.7084,201.5557,192.5958,187.0564,167.1055,158.7667
FBgn0017567,161.84735,140.8269,123.12653,133.06941,117.63255,112.76867,98.71985,96.15772,88.72725,80.64044,75.81414
FBgn0019624,675.7771,389.951,294.7019,271.4959,199.1464,204.0525,177.4691,192.0892,206.9018,204.1991,167.7726
FBgn0019643,145.67482,120.6183,103.71453,102.95423,82.95658,87.25367,72.55369,71.72481,65.75394,63.6685,57.93415
FBgn0019644,633.917,426.4282,314.8339,313.1784,245.9663,235.6046,235.7894,227.6854,230.8226,216.3426,190.6734
FBgn0019830,169.47005,136.05331,118.55477,123.26328,94.8662,89.99727,88.52134,92.18264,95.58138,95.10067,79.00083
FBgn0019925,130.5387,149.0187,160.3427,152.5467,134.7235,147.6341,126.8594,120.289,123.6069,111.9292,112.7311
FBgn0019952,69.83695,61.60362,58.27238,61.91747,44.84157,44.41992,39.12171,37.20382,35.23804,29.05542,25.17535
FBgn0019957,208.7158,161.2482,129.64247,133.29166,111.51639,105.82107,102.30365,99.62005,103.14191,95.7043,90.95325
FBgn0019960,285.5985,255.1378,240.2711,241.1977,228.1718,210.2462,204.4426,203.3952,194.7425,169.2988,178.5538
FBgn0019982,83.33207,54.53079,47.58286,50.18294,41.07303,44.1235,43.56113,45.29094,48.04861,50.54398,42.87894
FBgn0020235,406.5611,254.705,198.3022,199.0822,165.6526,161.6024,149.2689,149.6529,156.2374,147.5368,132.0861
FBgn0020251,101.82598,104.70803,109.32056,100.82457,109.18306,109.2495,98.85188,96.30339,85.35272,87.20781,95.47254
FBgn0020304,109.1761,107.4958,109.3925,121.5753,116.4099,125.5972,124.9035,126.7072,125.8757,135.592,150.6282
FBgn0020307,21.48017,20.54841,24.43577,23.65087,22.87267,25.95361,20.17414,18.95219,16.17802,17.2035,18.06919
FBgn0020372,50.72138,43.25922,33.67392,26.09282,25.49438,23.23407,17.27453,14.42461,15.44746,13.08787,14.4036
FBgn0020378,12.22596,10.17763,14.44182,13.21101,13.06443,12.91017,15.87998,19.5515,24.67763,31.38972,30.57746
FBgn0020381,30.03479,29.32159,27.60314,27.12373,27.7177,29.33055,27.3149,24.29095,23.20122,24.26769,25.0418
FBgn0020385,244.1978,187.8661,161.9997,172.1767,151.3511,173.4602,183.7672,235.5275,271.1014,322.2733,304.2832
FBgn0020386,327.7224,337.9235,363.3356,332.0257,360.5782,352.9106,334.0704,291.8189,276.7908,272.909,324.7464
FBgn0020389,42.48971,43.30819,41.61845,44.48079,36.55604,38.60511,32.69526,31.05666,29.64448,25.24922,25.00582
FBgn0020414,81.0832,84.32072,76.34068,93.76941,82.84731,84.46223,110.04679,117.57739,118.73964,138.41479,142.10855
FBgn0020416,71.04881,73.96698,77.49593,78.66775,71.40982,78.37288,82.9253,92.02946,81.60148,93.24796,99.01667
FBgn0020506,1.172891,0.561489,0.804972,0.983857,1.126359,1.482015,1.824775,2.38181,3.984654,4.298558,5.738213
FBgn0020513,380.8539,345.7931,307.0594,320.5314,284.1713,343.0783,378.3665,442.3285,476.4433,541.0288,510.5022
FBgn0020621,209.5891,213.1632,236.0782,230.9337,248.5103,258.1381,237.8249,234.0492,223.7952,229.089,263.6011
FBgn0020647,148.77479,130.26568,134.69525,123.22388,136.4581,131.31249,116.301,108.24633,105.17475,96.93748,111.14162
FBgn0020655,78.39682,79.00548,78.89206,80.87542,69.68552,71.46161,66.87148,65.28845,67.06991,61.17381,60.81973
FBgn0020762,92.18422,85.78923,94.46152,87.25901,94.47428,94.33618,85.50416,78.81385,71.86844,71.72751,74.54987
FBgn0020764,155.87551,138.85525,130.63513,130.57118,117.30754,128.54475,98.4207,98.81408,87.55594,90.34883,91.39167
FBgn0020765,0.803151,0.553874,0.345997,0.311672,0.261497,0.286269,0.255061,0.454554,0.338859,0.407872,0.369777
FBgn0020880,0.480902,0.293941,0.487464,0.554725,0.749791,0.602659,0.921066,0.887686,0.82054,0.973327,0.96273
FBgn0020906,636.24703,370.94385,242.75267,210.68371,89.59026,65.3569,52.70397,46.07736,41.4343,22.55148,21.47552
FBgn0020908,435.4711,239.33553,63.61792,35.44297,41.90038,39.55438,32.31064,23.31775,18.0249,20.02169,22.80124
FBgn0020930,55.33534,52.71087,46.01362,48.34105,42.16895,44.36288,45.43584,45.84715,43.70951,42.8764,43.37503
FBgn0021856,23.58893,25.78558,26.35438,26.00046,24.02694,26.09733,23.90318,22.79943,21.33875,20.89465,21.98738
FBgn0021906,516.1646,360.2214,273.3404,276.7563,224.5879,227.3859,200.7462,191.7006,190.6198,171.5044,158.81
FBgn0021967,247.27293,150.19793,119.32594,117.95756,91.13215,96.72341,92.00405,93.85034,101.07162,96.03182,82.49264
FBgn0021979,117.71207,111.50785,108.77258,116.01707,105.2678,103.80344,94.32448,94.49164,94.30652,90.14786,87.04384
FBgn0022097,262.1348,205.3144,194.874,198.4749,161.1087,153.8817,153.3662,144.5231,143.3083,145.031,136.1913
FBgn0022160,387.44268,244.01651,193.89627,162.88409,127.16279,125.87432,107.02849,100.11354,87.97569,80.40884,74.03046
FBgn0022288,63.78456,48.66712,47.0968,46.72924,43.38928,43.33502,42.85867,39.95112,40.41766,39.93566,40.83269
FBgn0022344,56.71524,49.34622,45.4971,45.75025,37.81354,38.01549,37.55249,36.10284,37.87816,35.39433,34.64423
FBgn0022355,1220.0393,976.9883,771.1706,1232.5516,1326.6736,1717.737,2271.1109,3001.5738,3441.4225,3678.6448,3224.3438
FBgn0022700,6.384535,7.830007,14.439619,20.976515,20.984719,21.509213,37.283117,34.538264,37.710469,41.621455,51.053892
FBgn0022709,123.21635,99.74868,87.63495,89.02316,84.16979,83.46763,87.77405,83.15194,82.98942,78.79622,75.97852
FBgn0022774,67.68391,46.90646,42.87921,36.49087,31.71466,31.71853,29.8316,37.57126,38.00379,35.59782,29.86711
FBgn0023169,156.9475,139.5153,130.4903,138.0959,120.5616,126.2969,118.6545,117.0088,117.9703,116.6665,115.139
FBgn0023174,99.94036,108.39055,114.61035,113.52836,94.66777,104.14397,94.17006,93.37039,89.8008,89.14406,92.15195
FBgn0023197,531.6084,627.0657,627.667,645.1352,361.9735,338.6998,233.1992,186.8079,132.384,115.5987,94.1204
FBgn0023441,109.62834,113.35488,122.02395,111.90428,112.8708,116.01589,109.51543,106.62472,98.31283,92.56647,100.58984
FBgn0023495,3.158007,1.90949,2.371099,3.030548,2.138347,3.621972,3.667395,4.910951,6.50774,6.746329,9.61692
FBgn0023516,83.18272,75.20042,63.36805,68.49643,54.98403,54.06471,52.96424,55.67518,54.52878,56.21251,52.82015
FBgn0023519,25.97739,23.9273,22.23691,24.09665,20.83917,21.05081,20.79081,18.52355,20.13313,18.42798,18.0817
FBgn0023525,12.817331,10.733464,9.451974,10.222704,8.862568,7.761986,7.610024,7.754293,7.438929,7.31588,7.321757
FBgn0023534,13.87931,14.93284,13.782498,13.052061,12.059202,11.913875,10.707066,10.201655,8.730503,7.087189,7.993531
FBgn0023540,77.00838,64.61153,63.28599,49.78611,59.04169,63.38381,49.29058,38.65714,32.54754,31.2881,34.76001
FBgn0023542,64.61854,48.08499,49.70103,49.95454,44.22013,44.21775,44.20597,42.21453,40.31253,42.30384,39.37429
FBgn0023549,41.47454,37.74732,38.80732,36.55363,29.62454,31.88904,28.31733,30.91725,31.95793,31.53883,30.7557
FBgn0024179,52.97783,58.4925,65.21618,59.91057,60.587,55.97473,46.05269,43.1107,37.43451,36.34211,40.07193
FBgn0024187,132.5057,141.9402,154.6723,137.633,151.8857,156.0922,133.4946,123.3551,114.1664,111.2504,121.2882
FBgn0024250,11.12353,13.26004,15.99418,12.60742,14.42969,15.87683,13.5386,11.36685,12.13754,10.05043,10.84284
FBgn0024288,1.389337,1.813164,2.035235,2.779911,2.883956,2.37398,2.989692,2.219924,2.956455,3.580781,3.637175
FBgn0024289,269.32164,149.37138,132.80881,118.77123,97.97996,114.2163,105.50746,157.0133,175.23159,213.85193,163.26261
FBgn0024315,120.89083,123.45186,129.20791,131.93576,121.18941,116.94957,116.36265,107.58546,75.36993,79.58354,74.16529
FBgn0024321,29.22135,27.49109,33.36395,32.68453,37.1976,37.87997,38.61935,38.62083,37.58512,38.20476,45.38412
FBgn0024366,4.144593,3.306902,3.279631,2.74548,2.278648,3.01766,2.535445,2.613893,3.245899,2.566517,3.122156
FBgn0024556,204.63269,138.97192,131.33167,136.04555,121.4524,119.01119,114.4313,112.55476,106.43001,99.65265,94.93551
FBgn0024846,51.17955,43.92806,42.30528,43.95248,35.25248,38.00585,38.21178,35.49218,35.35525,36.85198,34.43882
